context,idiom,label
"['By David Rose Daily Post Political Editor', ""JOHN Major 's premiership was in intensive care last night after Norman Lamont floored him with a potentially fatal knock - out blow ."", 'And last night Tory MPs were openly warning that , unless he managed a spectacular recovery , and got a grip , Mr Major would be forced like Lady Thatcher before him to make way for a new leader .', 'Some Tories even forecast that Mr Major would quit voluntarily rather than face the humiliation of a Tory leadership challenge .', ""Mr Lamont got his revenge for being dumped as Chancellor by attacking Major 's style of government .""]",get a grip,i
"[""Heaven knew she was no stranger to men 's admiring glances , but they 'd never had this effect on her before — nor anything remotely like it !"", 'And just how was she supposed to stay aloof when her wayward body kept ignoring the commands of her brain ?', ""' Get a grip , Aurora , ' she told herself sternly as she rummaged in the cupboard ."", ""' You may as well accept that he 's going to be around for a while — until he finally accepts that the club 's not for sale ."", ""That 's going to be hell on earth if you keep dissolving into a mushy heap every time he so much as looks at you . '""]",get a grip,i
"['But Tory backbenchers are desperate for him to end the drift .', 'Most of them are in no mood for another leadership contest and , in any case , there is no plausible challenger outside the Cabinet .', 'But if the Prime Minister does not get a grip soon , even those who have staunchly backed him up to now will conclude that there is no alternative but for him to go .', 'The country , too , needs a government which shows confidence , competence and a sense of purpose .', 'So far , Mr Major has appeared lacking in all three .']",get a grip,i
"[""We 've been through that . '"", 'Mark sounds like a teacher to himself .', 'Get a grip here .', 'He dreads telling Martha he is going away , but he promised Babur .', 'Martha tears at a Kleenex in her hands .']",get a grip,i
"['Performance indicators quickly became used as a diagnostic tool to "" inform "" the accountability reviews which in turn developed "" from departmental monitoring of broad strategies to deep monitoring of short - term operational plans and of control systems stretching right down to unit level "" ( Harrison et al .', '1990 : 129 ) .', 'The introduction of general management was a vital mechanism for ensuring greater control and demonstrating to the Treasury , Public Accounts and Social Service Committees that the department meant to get a grip on the NHS .', 'The final mechanisms for ensuring managerial accountability up the line were put in place by appointing general managers on short - term contracts , introducing an element of performance - related pay , and installing a system of individual performance review .', 'By 1989 the DOH had installed "" a clear and effective chain of command "" upwards from Districts to Regions , the NHS Management Executive and the Secretary of State ( DOH 1989a : 13 ) .']",get a grip,i
"[""You 've got to do better ."", 'But how ?', 'By bucking your ideas up , by getting a grip on yourself , above all , by pulling your socks up .', 'But how ?', 'Exactly .']",get a grip,i
"[""Few would question Lloyd 's determination to win business which now walks past its door and intorivals such as Commercial Union ."", ""No one would doubt the market 's need to deploy its £ 11billion capacity more effectively — some marine syndicates work at less than half strength while syndicates in different businesses are pushing their limits ."", ""Lloyd 's needs to get a grip on more ‘ safe’ business to offset its increasing tendency to be at the wrong end of big disasters such as Piper Alpha ."", 'And the market needs to establish its credentials in Europe unless it wants to risk being a perpetual also - ran to the likes of Generali , Allianz or Swiss Re .', ""But occasional forays by underwriters into unknown territory have thrown up some of the market 's most spectacular disasters — the 1,600 investors facing £ 305million of losses on Dick Outhwaite 's syndicate bear eloquent testimony to that .""]",get a grip,i
"['We are prepared to question some of the cult phrases of the sixties and seventies and the level of involvement they advocated .', 'We stand now at a turning point .', 'We are all too aware that fashions come and go before we have had time to get a grip on the underlying theology which informs them .', 'The experience of the early Christians depicted in Acts was without doubt an experience of release , as they came to abandon practices which they found restrictive , and which had been encapsulated in laws which served to keep the Jews apart from the rest of the nations .', 'The community life and missionary life of the Early Christians meanwhile — their life in the private domain and in the public domain — would be guided by the light of the Spirit .']",get a grip,i
"['The lion fell in a heap , and she got a steel knee on top of it .', 'Leaning down , she took its head between her pincers and squeezed .', 'Meanwhile , she got a grip on it with her mind , and concentrated .', 'Chalk .', 'It was chalk .']",get a grip,i
"[""She began to cry , thinking that if Wee Charlie was out in this he could n't swim ."", 'Pet could , but Wee Charlie …', 'Get a grip ! she admonished herself , dashing her tears away .', 'A building collapsed .', 'She heard it give way and then plunge into the water .']",get a grip,i
"['She turned fractionally away from Slater and drank deeply from her glass .', 'She looked at Graham , not smiling , then her lips trembled and a small smile did appear .', ""Park , you idiot , Graham told himself , you 're looking at this woman as if she was ET , Get a grip of yourself ."", 'He smiled back .', 'Slater giggled briefly , then said to Graham,""Poor Sara married a cad who had the ill taste to become manager of a sewage works .']",get a grip,i
"['Never again.’', ""‘ You 'll have money problems as long as you gamble , Adam ."", 'Annabel was determined to get a grip on herself and do as Scott advised : remember 1965 as the year she stopped having to go to auditions and 1966 as the year in which she blossomed into a successful young New York hostess as she met Andy Warhol , Lenny Bernstein , Baby Jane Holzer , and all the other gossip - columnist fodder .', 'By July , Annabel was a Junior Friend of the Metropolitan Museum , a Friend of the Museum of Modern Art , and a patron of the Bronx Zoo .', 'She also allayed her insecurity with a massive spending spree ; each charity dinner required a new ballgown , and each new glittering friend — contacts for Scott — required a glittering party .']",get a grip,i
"[""Now the sun stroked Jasper 's back , laid a burning hand on the nape of his neck ."", 'He spread his legs and tensed his fingers .', 'He was in control now , he had the measure of this car roof , this train , the knack of getting a grip on it .', 'In spite of the heat , he understood why it was called sledging .', 'This was what it must be like on a toboggan roaring down the snowy slope of a mountainside .']",get a grip,i
"[""Most decent councillors have been placed in an impossible position because of the failure of the Government 's housing and economic policies to deliver the affordable rural homes that are so desperately needed ."", 'In many ways they have been forced to bend the rules to tackle a problem that the planning system did not create and can not solve without perverting legitimate public interests .', 'So far the Secretary of State has failed to get a grip on the spiral of decline in planning standards in some of the most beautiful areas of Wales .', 'We sincerely hope the Welsh Affairs Committee and the weight of public opinion will now jerk him into action .', 'Yours sincerely ,']",get a grip,i
"['This will need topdressing each year in spring , together with the addition of a little slow - acting organic fertilizer — herbs are much more aromatic when grown "" hard "" with little nutrient .', 'Walls built to support terraces , used as boundaries , forming part of a flight of steps , containing raised beds and so on , whether brick or stone , lend themselves to planting actually in their fabric .', ""Feverfew , soapwort , chamomile , wallflower and clove pinks are some to plant in crevices and holes in the wall itself first putting in a little compost for the plant 's roots to get a grip on ."", 'If the space extends to soil at the back of the wall , so much the better , as the plant can then root through into it , and the choice widens to include any small perennial herb .', 'Formal paved areas in the garden provide a nice contrast to the freely curving growth of the plants but , however well laid the paving stones , tiles or bricks , sooner or later weeds sprout through the cracks , and it is either a case of weedkiller , not popular with organic gardeners , or constant weeding , which scrapes fingertips and breaks nails .']",get a grip,i
"['Sweet heaven , what was happening to her ?', ""She knew what this man was , knew he was capable of raiding hearts just as easily as nightclubs , yet here she was all but melting away because he 'd touched her !"", 'She had to get a grip on her ridiculous emotions , had to keep reminding herself that it was only the club he wanted .', 'Rory would be nothing more to him than a pleasant extra thrown in for good measure .', 'Steeling herself , she tilted her chin to give him an aloof , autocratic stare .']",get a grip,i
"['DISTRIBUTED OBJECTS EVERYWHERE PROJECT ON THE WAIN', ""Both SunSoft and Hewlett - Packard Co have Distributed Object Management Facility implementations as a result of their collaboration in the Distributed Objects Everywhere project , but the collaboration appears to be winding down — SunSoft says that there is only ' some work ' going on with Hewlett - Packard now ."", 'HARD TIMES REQUIRE TOUCH MEASURES AS LOGICA GETS A GRIP ON PROBLEMATIC US', ""As anticipated , London W1-based software systems and consultancy Logica Plc avoided heavy losses but failed to ' bounce back ' in a big way during the first half mainly because of its patchy performance ."", 'In the six months to December 31 its pre - tax profits rose 91.9 % to £ 4.1 m on turnover that rose 5.7 % to £ 104.2 m .']",get a grip,i
"[""In embarking on this journey , I 'd put myself into store again and set off ; like the other women I needed safety , I needed to be taken care of , to take care of myself and now to take care of this journey ."", ""But what had slipped from sight was that these women were n't victims , they were survivors ."", ""Their stories were n't ones of passive pain , but tales of active resistance — having somewhere to run to , they 'd got a grip of their own lives ."", 'And their resilience changed the tone of my whole project .', ""The women I met in the refuge , and others I met in the first few weeks of my journey , stated their own investment in this book : they did n't want to be objects observed , they wanted to be its subjects .""]",get a grip,i
"['I must be mad , she thought .', ""But she did n't feel mad — just confused , terrified , changed ."", 'She sat there for nearly half an hour , staring at the wall , trying to get a grip .', 'Presently there were feet on the stairs — a headlong clatter that would have frightened her had she been capable of ordinary feelings .', 'Adam .']",get a grip,i
"['But the Prime Minister has obviously decided that having ridden the rough waters of the recession , the Chancellor should be given credit for the recovery .', 'Hopefully his continuing presence at the Treasury will not delay it .', 'One feature of this post - election scene is the need to get a grip on public expenditure .', ""Some critics believe it is already out of control and that the wave of public sector pay claims likely in the aftermath of Labour 's defeat could tip it over the top ."", 'This means that the job of the new Treasury Chief Secretary takes on a significance which may unnerve Michael Portillo .']",get a grip,i
"['ten weeks', ""the point that 's , that , that er Paul 's making is"", 'but we need to get a grip on it .', ""he says , in the case of Ian the number of occasions where Ian has worked two hours on a Friday morning and then he 's worked Friday Saturday as overtime ."", 'And Alwyn has been paid to stay at home on Friday']",get a grip,i
"[""Yes I 'm , yeah , yeah I mean I can drive"", ""But that 's it ?"", ""er but I have n't got , I have n't got a grip ."", 'Thanks very much .', 'get sorted out']",get a grip,i
"['So why should we start seeing the highly dangerous picture of front rows collapsing the scrummage . ?', 'I should point out that not all scrummages are deliberately collapsed by front row players .', 'Sometimes it is due to muddy ground where it is difficult for players to get a good grip with their studs , or by a player slipping in the front row .', 'But in the main I believe it is due to a change of attitude by props in particular .', ""When I started refereeing in the 1960s the props ' attitude was : ' I may go backwards in a scrummage , but I will never go down ' .""]",get a grip,i
"['Now I think that the whole school meals issue , not just this , but also the way in which cost savings are being achieved at the moment in schools .', 'Erm needs looking at by members .', 'We need members need to get a grip on what is happening and my wife suggests this , that the panel erm rather than setting up a new panel , look at the whole issue of school meals , this and other issues .', ""I 'll get a load of erm in some ways ."", ""As long as the nutrition is kept , as long as choice is available as long as they 're popular with kids , then erm it might not be the .""]",get a grip,i
"[""‘ It 's our wish,’ said Mr Roberts , uncomfortable as hell ."", '‘ Our dearest wish,’ echoed his wife .', 'Jessica breathed deeply , trying to get a grip .', ""She was exhausted , she was close to tears or laughter , she was probably getting drunk , topping up on last night 's alcohol ."", '‘ Give me two minutes.’']",get a grip,i
"['Pull the other one !', 'FREE WRESTLING CARDS', 'GET A GRIP ON THE LATEST ACTION', 'THEY are the picture cards wrestling fans will be grappling to get their hands on — and they can be yours absolutely FREE .', ""TODAY we are printing the first of two special tokens you 'll need to cash in with our latest EXCLUSIVE offer .""]",get a grip,i
"[""Is there anybody we know that 's any good at tuitioning ?"", 'Oh , I come back from', ""of private lessons but I just really ca n't get a grip of it ."", 'No , I meant just sort of somebody we know', 'What would we have to do ?']",get a grip,i
"['Finely spread bait means they have to work hard for a meal and therefore remain in the swim for the maximum length of time .', 'The mix I use is 50 % , white and 50 % brown crumb , with enough water to make it light and fluffy .', 'From a boat it can be squeezed enough to get a grip on it , and when it hits the water it sinks in a big brown cloud .', 'On top of the carpet of groundbait I then scatter several handfuls of maggots or casters and/or worms , or whatever hookbait I have decided to use .', 'If my chosen hookbait is bread then I make sure to use mashed bread in the groundbait mix .']",get a grip,i
"['I became conscious of where I was and what I was doing so I quickly stood up and dried my eyes .', 'This was not the way to behave .', 'I had to get a grip on myself and put this whole wretched business behind me .', 'I walked on further down the street and when I spied a suitable coffee shop , I went in , sat down and ordered myself a soothing cuppa .', 'It was expensive and funds were running low .']",get a grip,i
"[""The health committee 's report last week on community care puts its finger on the problem when it points to a ‘ paradox’ or ‘ tension’in government policy over assessments of need and cash limits ."", 'Downward pressure on SSD budgets will inevitably conflict with increasing demand , it says .', 'This is why it is crucial ministers confront this conflict , get a grip on it , and ensure that users are not short - changed by the policy .', 'Mr Yeo confirms the DoH will not be monitoring identified needs for which no service is available .', ""His apparent reluctance , in his interview with this magazine , to refer to the concept of ‘ unmet need’ betrays the sort of double - speak which has characterised much of the government 's community care rhetoric .""]",get a grip,i
"['It could be the experienced Ronnie Essett , 29 , from Florida .', 'Derek Angol , the undefeated Gravesend cruiserweight , has ended a six - year association with Terry Lawless and will now be promoted by Frank Warren .', 'Golf : Lane ties it up , then Canizares gets a grip', 'By Richard James in Rome', 'BARRY LANE produced a best - of - the - week 66 to come from eight behind to force a tie with Jose - Maria Canizares ( 74 ) in the Rome Masters at windswept Castelgandolfo yesterday , only to lose out at the fourth play - off hole .']",get a grip,i
"['I never gorr into them , and then it was just all heroin on the estate … .', 'For the first few months I was just having it now and again and then I was having a bit more .', 'It took about nine months before it started getting a grip of us really .', 'And then I was using it more or less daily for years … .', ""It has n't really worried me , though .""]",get a grip,i
"['Emma Lyon , who made her way up the social scale by similar means , would have found herself in prison earlier had it not been for the lifeline thrown to her by her friends and former lovers .', 'But by the end she chose to overplay her hand and lost the sympathy of those who could have saved her from her last indignities — though perhaps not from the bottle .', 'None of the Establishment lifted a finger to save William Cobbett from what they considered he well deserved .', ""He was taken to the same King 's Bench Prison in June 1810 to await his trial , not for debt but seditious libel in The Political Register ."", 'He certainly owed money but none of his creditors needed to obtain a writ to have him confined when the Government had arrested him for them .']",lift a finger,i
"['BR ‘ make the mugging easy’', 'ROGER TODD', 'BRITISH Rail booking clerks watched a man being attacked and robbed without lifting a finger to help him , it was claimed yesterday .', 'The mugged man even had to ask them to call the police , claimed the Victim Support group .', 'Group official Carol Bouziane said yesterday : ‘ Three muggers beat up the man and stole his money and mobile phone in full view of two booking clerks .']",lift a finger,i
"['Juliet was there .', ""‘ Do n't know why she 's bothering,’ muttered Hayley ."", '‘ She never lifted a finger to help me before .', ""Still , if he 's gone — perhaps she 'd better come.’"", 'With a smile of relief , Juliet left to continue observations .']",lift a finger,i
"['Back in the sixties , when the kids seemed to think of nothing but politics and sex , I used to pray God almighty that my Daniele would never turn out like that .', ""It never occurred to me that he might turn out even worse , a vain , spineless , ignorant lout with no interest in anything but clothes and television and pop music , who would be rotting in gaol at this very minute if his family had n't come to his rescue ."", 'But when his own father needs to be rescued little Daniele is too busy to lift a finger , like the rest of you .', 'Cinzia I pass over in silence .', 'Women can not betray me , for I have never made the mistake of trusting them .']",lift a finger,i
"['‘ Betty is very good at doing all the bits and pieces .', 'She loves it .', ""I 'm not allowed to lift a finger ."", 'By the way —’ Helen paused , ‘ — she has been gathering some gossip that will probably interest you .', 'Apparently Dawn —’']",lift a finger,i
"[""She might have drawn the line if I 'd suggested murdering her , but even then I would n't have counted on her being able to break the habit of a lifetime ."", 'But with Karen such frankness was out of the question , and without her cooperation , getting rid of Dennis looked like just another of the many pipe - dreams I had indulged in over the years .', 'But this one was to come true almost immediately , without my even lifting a finger .', ""The first thing to say about what happened is that it was Dennis 's idea from the start ."", 'So much for the jerk - off theories put forward by the police , in which I figure as an adulterous version of George Joseph Smith — not the brides in the bath but the wittol in the water .']",lift a finger,i
"['The doctors are afraid of infection , you see.’', ""He shot a curious glance at Bull O'Malley ."", ""‘ D'ye know , you 'll hardly credit this , but not one of that crowd from the pub or the cottages lifted a finger to help ."", 'Not one.’', 'He heaved a sigh .']",lift a finger,i
"['May we be given the opportunity to debate the economy of Renfrewshire , which has suffered 35,000 job losses since the Government came to power ?', 'As I have said , we are facing the closure of a world - famous company in Scotland .', 'The Government are not lifting a finger to help the economy of Renfrewshire .', 'They are not investigating why the company wishes to move from Barrhead .', 'Why is it that the Government do not want to debate what is happening in Renfrewshire ?']",lift a finger,i
"['Many do .', ""It 's thought that immediately after orgasm , a sedative chemical floods through a man 's brain — making him very sleepy , unless he fights against it ."", ""And that 's why it may be a good ten minutes or so before a man can lift a finger ( if you 'll forgive the phrase ) ."", ""However , if you stress to your husband that you really want him to stay awake and ‘ finish you off’ , I 'm sure he 'll try ."", 'The alternative is to buy a vibrator — you never know , the buzzing might wake him up .']",lift a finger,i
"['‘ But does not Miss Merchiston help at all?’', '‘ She ? ’ said Mrs Diggory witheringly .', ""‘ She 'd not lift a finger in this house , she would n't ."", 'Not if we was to up and go .', ""She 'd starve first!’""]",lift a finger,i
"['The women and children were sent into the town until the floods subsided and the men were left to guard the camp .', 'Nothing for it , but they had to cook for themselves .', ""But once the women returned , the men were n't prepared to lift a finger to help ."", ""We 've taken the issue up on a number of occasions and some of the younger men agree that perhaps things should change , but the older ones are adamant about what they regard as women 's work ."", 'Irene .']",lift a finger,i
"['‘ Nothing else , not yet.’', ""‘ What 's the Agency say down there?’"", ""‘ They say it 's the Iraqis , but no one is going to lift a finger of complaint even , until the case is watertight.’"", '‘ What do you want here?’', ""Ruane 's giant stockinged feet were on the desk .""]",lift a finger,i
"[""‘ I ca n't see the sense in leaving all the work to you , when I have so much time on my hands.’"", ""‘ But , if you 'll pardon me , ma'am … it 's what the master pays me for ."", ""He partic'ly said I was n't to let you lift a finger about the house.’"", 'She nervously dipped the top half of her body forward in a half - hearted curtsey .', ""‘ Mr Miller'd skin me alive if he could see you now,’ she said in a pitiful voice .""]",lift a finger,i
"['‘ Why , mother!’', 'Ranald interrupted ironically .', '‘ Luch never lifts a finger here , sure!’', 'He snorted .', ""‘ It 's yourself grinds the meal and fetches the water and guts the fish and digs the garden and scours the pot — ‘""]",lift a finger,i
"[""( Wringing her apron in mock indignation ) That 's the third time this week I 've picked his Good polyester - dacron trousers up off the floor and Hung them up in their crease ."", ""What 's the use ?"", ""Does n't lift a finger , does David Never a handsturn from him , believe me ."", 'The kitchenette is a closed book .', ""Do n't you be downtrodden Muriel .""]",lift a finger,i
"['But there are some instances documented in the literature where people are quite clear that support given to in - laws is really being given to the blood relative .', ""In Grieco 's study of the use of kin networks to gain employment for example , one of her female respondents , a worker in a tobacco factory in Basildon , told her ,"", ""If he were n't my son - in - law I would n't lift a finger to help him ."", ""If she ever left him I 'd cut him completely adrift ."", ""I 'm helping her really .""]",lift a finger,i
"['Sadie Sullivan folded her arms and leaned back against the doorjamb .', ""‘ Well , I 'd never let a man knock me about,’ she said with passion ."", ""‘ If my Daniel lifted a finger ter me I 'd open ' i m ."", ""Mind yer , ' e ai n't that sort ."", ""Soft as butter ' e is .""]",lift a finger,i
"[""‘ An ' yow can come an ' give me a hand ."", ""An ' shut that door too before all the neighbours come nosing in.’"", ""But Mum did n't lift a finger to help and gave as good as she got ."", '‘ Do it yerself .', ""I 'm gooin ' ter put the kettle on an mek a cuppa tea.’""]",lift a finger,i
"['Take my advice,’ he drawled .', '‘ Be satisfied with what you have and invest it well .', 'With care , you can realise all your ambitions without lifting a finger .', ""Of course , I 'd expect you to sign an affidavit promising not to extort any more money from Corosini.’"", ""‘ I ca n't do that,’ she frowned .""]",lift a finger,i
"[""And the costume itself enforced this , if you can imagine , you can see , see their upper sleeves , this is actually quite full round here , but the upper sleeves are quite tight , which means that you ca n't move like this very easily ."", ""You were very tightly corseted , which makes any exertion almost impossible because if you ca n't fill your lungs to take enough air then obviously you ca n't take enough exercise , which is why a lot of women would faint with shock or horror because any sort of sharp intake of breath , and they 'd be flat on their backs , unconscious ."", ""Full skirts — goodness knows how many petticoats made walking very hard , so all this almost enforced leisure upon them , and this was again part of the duty of the woman to show that she did n't need to work , she did n't in fact even have to lift a finger because the man or her servants would do all this for her ."", 'In eighteen oh six , erm a law was passed which said that all property of a woman went over to the man on their marriage , including herself , so the woman was no longer an individual , she was just the property of the man and she could be disciplined and punished if the man felt like it .', ""Obviously , I think there was , erm sort of a thin line between grievous bodily harm and a good beating , but a lot of women , a lot of middle class and upper class women , were in fact beaten and disciplined quite severely , and we have records of this , you know , from people 's diaries , that actually talk about it in a very manner of , matter of fact way .""]",lift a finger,i
"[""If we want a decent meal , we 'll have to do it ourselves ."", 'Otherwise poor Francis , and he already has to feed the chickens and the cat , milk the goat , herd the sheep .', 'Nobody else lifts a finger .', ""So — unless you want baked beans ( and I know I do n't ) let 's set to work.’"", 'They had crossed the dusty lane into an orchard .']",lift a finger,i
"[""Her escorts pay when she goes out to restaurants or parties , so Pickles has n't the foggiest idea about money ."", ""Mother sees to the housekeeping expenses and organizes the servants ' wages and so on ."", 'Pickles never has to lift a finger .', 'I doubt she has ever in her life packed a suitcase !', ""I do n't suppose for one moment she has given a thought to what life might be like if she had to ‘ make do’ married to someone who was n't too well off .""]",lift a finger,i
"['I had a right to know , a right!’', 'In her rage , she leapt up and pummelled at his unresisting chest , hot tears flowing down her flushed cheeks till his cold , emotionless face was a blur .', ""After a while she realised she 'd been beating at him with her fists hard enough to hurt and yet he had n't lifted a finger to stop her ."", 'A little ashamed of losing her self - control so completely , she dashed a hand across her eyes and glared up at him .', '‘ Carry on .']",lift a finger,i
"[""It 's not just a ‘ hands - free’ mobile , but an ‘ eyesfree’one too ."", ""When you want to make a call , you just speak your code to wake up the phone , say ‘ Dial’ , tell it the number you want , say ‘ Send’ and you 're through in seconds ."", 'All without lifting a finger or taking your eyes off the traffic for one moment .', 'Voice Commands', 'The synthesised female voice that responds to your commands and verifies that it has heard them correctly is amiable enough , though clearly not to be trifled with .']",lift a finger,i
"['Oh yeah yeah yeah he goes , like that .', 'Yeah who did it all day yesterday ?', ""Did n't lift a finger Dave to put it out ."", 'Well I got a cut .', ""I said yes who 's got to bloody wrap and weigh it up then ?""]",lift a finger,i
"['Such a noise — it seemed to split the sky open .', ""‘ Enough to frighten the dead,’ Miss Fazackerly said , mopping her skirt and Nick 's face with her handkerchief ."", 'He lay back limp as a rag and let her do it , the way he always let people do things for him , not lifting a finger .', '‘ Poor lamb,’ Miss Fazackerly said , but Carrie looked stern .', ""‘ It 's all his own fault .""]",lift a finger,i
"['FRANK WIECHULA', 'RAY WILKINS knows old club Manchester United will be all out for revenge today after Queens Park Rangers effectively cost them the title last year .', ""Rangers ' stunning 4 - 1 upset win at Old Trafford on New Year 's Day was a demoralising set - back , and Alex Ferguson 's championship hopes eventually bit the dust ."", ""Now Rangers face the backlash in a top - five clash at Old Trafford today , with evergreen skipper Wilkins , 36 , saying : ‘ I thought they 'd have bounced back after that defeat ."", ""‘ But United did n't , and looking back it was just the start of their slide .""]",bite the dust,i
"[""Apple Computer Inc 's Apple USA unit cut prices on the PowerBook Duo 210 4/80 , Duo 230 4/80 , Duo 230 4/120 and Duo 230 4/120 with modem , by between 10 % and 18 % : it says it is now catching up with the demand ."", 'ANOTHER SUIT DISMISSED', 'Another one bites the dust : Zeos International Ltd reports that a US district court dismissed a class action shareholder suit against it because the plaintiffs failed to provide specific facts that were material to the trial : the suit was filed last September , alleging that the company failed to disclose the formation of its new subsidiary , Occidental Corp , to manufacture and market lower cost computers under a new brand name , a development revealed by the Wall Street Journal .', 'UNIVERSE AVAILABLE TO DEC USERS', ""Framingham , Massachusetts - based VAprk Software Inc says that its uniVerse Pick - under - Unix database management and application development system is now available on Digital Equipment Corp 's Alpha AXP under the OSF/1 operating system .""]",bite the dust,i
"['and , and', 'the problem has not been a lack of information the problem has been a saturation of information', 'NUPE and COHSE but certainly in NALGO Scandinavian forests have bit the dust', ""er and it 's written in a language that hardly anybody can understand anyway ."", 'Yeah .']",bite the dust,i
"[""OfficePower takes central stage in ICL 's overall strategy as combined hardware , software and services revenues associated with the environment in all of its guises now amounts to some £ 1,200 m , according to Graham Taylor , ICL UK 's software business manager ."", 'The company claims some 300,000 OfficePower users worldwide , with 10,000 installations at 7,500 sites .', 'OKI MICROSYSTEMS i860 WORKSTATION DIVISION BITES THE DUST', ""Okidata Microsystems Division , the Japanese giant 's fledgling flight into the US workstation business , crashed and burned last week , taking the remnants of the Mass860 consortium — the Intel Corp i860 RISC supporters club — with it ."", 'The Japanese are being made to suffer what is for them a serious loss of face in having to pull the plug on the fifteen - month - old Massachusetts - based operation set up to build and sell Intel i860 boxes under a five - year commitment to the project .']",bite the dust,i
"['MARITAL BLISS at Leeds', ""In Environment Issues we do n't usually have room to record every birth , marriage and death ( hatches , matches and despatches ) , however , Hygiene Leeds warrants a mention for the five marriages that have taken place over the last three months ."", 'As Branch Manager Ian Davies said ( speaking as a confirming bachelor)‘five good men have bitten the dust ; normally men of sound judgement but I will forgive them this one mistake!’', 'However , congratulations must go to Paul Sykes , Aaron Parker , Service Technician Ian Parry , Consultant Paul Cooper , Supervisor and team leader John Fox , and their respective better halves Jane , Sarah , Karen , Helen and Tania .', 'LEECHES']",bite the dust,i
"['Alyssia dropped her expensive Gucci bags at her feet , wiped the beads of perspiration from her brow , and thought , Damn !', ""The flight from London to the Nice - Côte d'Azur airport in the south of France had been long - winded and tiring , with delays at either end ."", ""The taxi ride from the airport to the little village where she was staying , only six kilometres from Nice , had been uncomfortable because the air - conditioning in the car had broken down three days before her arrival and was waiting to be repaired , and all in all her last vestiges of good humour had finally bitten the dust as she 'd stood in front of the house and realised that it had n't finished being built ."", 'It was interestingly designed , true enough , a charming affair of pink stucco backing against the hill , and with its own private path snaking towards the sea , but there was still something unfinished about it .', 'She wrinkled her nose in irritation , wishing that her father had had the foresight to warn her that it had not been fully completed , instead of waving her on her way with a cheery remark about how the change would do her good .']",bite the dust,i
"['SCOTLAND TOUR TO AUSTRALIA', 'SCOTS BLITZED BY WALLABY BIG GUNS', 'Scotland were not short of pluck , says IAN ROBERTSON , but it was still business as usual Down Under as yet another British side came , saw and bit the dust …', 'Two victories in eight matches can not be construed as a success , even by the wildest stretch of the imagination , but there was some good news as well .', 'Part of the mission was to unearth some new talent for next season and the season after that , and on that score this tour provided plenty of encouragement .']",bite the dust,i
"[""Of course , it 's come a long way since then — full colour on every page , two Megatapes each month ."", ""In fact , if it were n't for the big blue logo and Oli Frey pic on the cover , there 'd be little to indicate to an early reader that this was indeed the same mag !"", 'So what are you going to do , now that your favourite C64 action mag has bitten the dust ?', ""Well , hopefully , you 'll buy COMMODORE FORCE instead !"", 'COMMODORE WHAT ? , you ask .']",bite the dust,i
"['This rag doll treatment of our things is great fun for him .', 'Wicker waste paper baskets and bathroom sponges are guaranteed to be disintegrated at an alarming rate if left in the open .', 'With five biting the dust already the family have had to undergo training to ensure the new ones are kept in a safe place .', 'The stealing of clothing is less understandable especially as the smellier the socks the more appetising to Holmes .', 'Basically , we can not afford to leave anything lying around , not even for an instant , or it will be history .']",bite the dust,i
"['The Stardent factor , however , is never far behind it .', 'For a start , 80 % of its staff come from the former graphics system builder , which was itself born of a marriage made in hell between bitter rivals Ardent Computer Inc and Stellar Computer Corp back in 1989 .', ""Rights to Stardent 's Intel Corp 80860 RISC - based Vistra desktop were snapped up by Oki Electric Industry Co for its own use — an effort which subsequently bit the dust ( UX No 384 ) ."", ""Meanwhile Kubota Corp — majority shareholder in Stardent and now a 30 % stakeholder in AVS Inc — is left with Stardent 's MIPS R3000-based Titan series of high - end graphics workstations ."", ""AVS supports the remaining Stardent / AVS installations , but admits it is n't making much money there .""]",bite the dust,i
"['Some goodies are gunned down .', 'Enter the Hero , who then fights it out with the baddies .', 'They bite the dust with lead in their bellies .', 'This scenario has been repeated time and time again from Stagecoach and High Noon through the fast food diet of the Lone Ranger ( plus Tonto ) and the Range Rider ( plus Dick West — all American boy ) .', 'There was even solid , respectable - like Bonanza whose heroes were like unto Saints .']",bite the dust,i
"['Bad luck , Jay !', ""She did n't feel up to a zealous dyke conversion ."", ""When in her twenties , nothing could stop her and she was proud to remember marriages faltering and once even , Astrid 's , biting the dust ."", 'Over the months Jay found she liked being around Lucy , enjoyed desiring her and doing nothing about it .', 'It suited her easy - going semi - idleness .']",bite the dust,i
"['I bet it comes .', 'King of hearts John .', ""Yeah that 's another bugger bit the dust ."", 'No .', ""Well , you would n't believe it would you ?""]",bite the dust,i
"['The club has covenanted to keep H24/V72 ‘ in good condition and to deliver up upon the occasion the whole pitch being replaced by new turf or a synthetic surface ; the club or its successors ceasing to exist ; the club or its successors granting the supporter a date and time upon which H24/V72 may be removed.’', ""If things do n't improve I may have to re - design my garden ."", 'Football clubs and debt go hand in hand but few seem to go the same way as the hundreds of small businesses biting the dust every day .', 'Few companies , of course , can call on the kind of sentiment which keeps football clubs in business when they should not be .', ""Sir John Hall ( who has n't cottoned on to the sponsored pitch idea yet ) said after assuming the chairmanship of Newcastle United ‘ If this was a business it would have failed’ .""]",bite the dust,i
